Indicador;Data;DataReferencia;Media;Mediana;DesvioPadrao;Minimo;Maximo;numeroRespondentes;baseCalculo
IPCA Alimentação no domicílio;2024-09-18;07/2025;-0,1245;-0,105;0,2944;-1,51;0,33;74;0
IPCA Administrados;2024-09-18;07/2025;0,3397;0,33;0,1892;-0,38;1,08;69;1
IPCA Administrados;2024-09-18;07/2025;0,3432;0,33;0,1822;-0,38;1,08;84;0
IGP-M;2024-09-18;06/2025;0,2646;0,25;0,1792;-0,5;0,69;43;1
IGP-M;2024-09-18;06/2025;0,2582;0,25;0,1574;-0,5;0,69;68;0
IPCA;2024-09-18;06/2025;0,2255;0,2272;0,0867;-0,0926;0,46;100;1
IPCA;2024-09-18;06/2025;0,2239;0,22;0,0844;-0,0926;0,46;136;0
Câmbio;2024-09-18;06/2025;5,3525;5,35;0,1643;4,83;5,66;79;1
Câmbio;2024-09-18;06/2025;5,3419;5,34;0,1811;4,63;5,75;116;0
Taxa de desocupação;2024-09-18;06/2025;7,2043;7,2;0,4937;6,1;8,2;42;1
Taxa de desocupação;2024-09-18;06/2025;7,1732;7,2;0,4604;6,1;8,2;59;0
IPCA Livres;2024-09-18;06/2025;0,2075;0,2;0,0852;-0,1848;0,39;67;1
IPCA Livres;2024-09-18;06/2025;0,2027;0,2;0,0855;-0,1848;0,39;80;0
IPCA Serviços;2024-09-18;06/2025;0,3464;0,36;0,1285;-0,227;0,63;65;1
IPCA Serviços;2024-09-18;06/2025;0,3421;0,35;0,1229;-0,227;0,63;78;0
IPCA Bens industrializados;2024-09-18;06/2025;0,1398;0,15;0,0892;-0,13;0,4;64;1
IPCA Bens industrializados;2024-09-18;06/2025;0,1391;0,1407;0,0932;-0,13;0,4;75;0
IPCA Alimentação no domicílio;2024-09-18;06/2025;0,0365;0,1;0,2437;-0,61;0,5;63;1
IPCA Alimentação no domicílio;2024-09-18;06/2025;0,0289;0,1;0,2472;-0,61;0,5;74;0
IPCA Administrados;2024-09-18;06/2025;0,2883;0,29;0,1472;-0,2712;0,73;69;1
IPCA Administrados;2024-09-18;06/2025;0,2871;0,29;0,1419;-0,2712;0,73;84;0
IGP-M;2024-09-18;05/2025;0,2387;0,27;0,2134;-0,8;0,7797;43;1
IGP-M;2024-09-18;05/2025;0,2466;0,27;0,1899;-0,8;0,7797;68;0
IPCA;2024-09-18;05/2025;0,2743;0,2669;0,0855;0,04;0,4743;100;1
IPCA;2024-09-18;05/2025;0,2707;0,25;0,0803;0,04;0,4845;136;0
Câmbio;2024-09-18;05/2025;5,3522;5,35;0,1631;4,876;5,65;79;1
Câmbio;2024-09-18;05/2025;5,3422;5,335;0,175;4,65;5,7;116;0
Taxa de desocupação;2024-09-18;05/2025;7,2512;7,1078;0,5098;6,17;8,3;42;1
Taxa de desocupação;2024-09-18;05/2025;7,2254;7,11;0,476;6,17;8,3;59;0
IPCA Livres;2024-09-18;05/2025;0,2056;0,2;0,088;-0,02;0,43;67;1
IPCA Livres;2024-09-18;05/2025;0,2085;0,2;0,0973;-0,02;0,4965;80;0
IPCA Serviços;2024-09-18;05/2025;0,1514;0,13;0,1363;-0,19;0,5;65;1
IPCA Serviços;2024-09-18;05/2025;0,1525;0,14;0,1338;-0,19;0,5;78;0
IPCA Bens industrializados;2024-09-18;05/2025;0,2824;0,28;0,086;0,03;0,52;64;1
IPCA Bens industrializados;2024-09-18;05/2025;0,281;0,28;0,0813;0,03;0,52;75;0
IPCA Alimentação no domicílio;2024-09-18;05/2025;0,1979;0,2;0,2039;-0,31;0,67;63;1
IPCA Alimentação no domicílio;2024-09-18;05/2025;0,1957;0,2;0,2015;-0,33;0,67;74;0
IPCA Administrados;2024-09-18;05/2025;0,4367;0,44;0,1206;0,0997;0,77;69;1
IPCA Administrados;2024-09-18;05/2025;0,4405;0,44;0,1281;0,0997;0,96;84;0
IGP-M;2024-09-18;04/2025;0,3052;0,3;0,1522;-0,33;0,7;43;1
IGP-M;2024-09-18;04/2025;0,3129;0,3;0,1555;-0,33;0,8358;68;0
IPCA;2024-09-18;04/2025;0,379;0,38;0,0678;0,22;0,5789;100;1
IPCA;2024-09-18;04/2025;0,3678;0,36;0,073;0,2;0,5789;136;0
Câmbio;2024-09-18;04/2025;5,3537;5,35;0,1591;4,9;5,64;79;1
Câmbio;2024-09-18;04/2025;5,3424;5,3345;0,1696;4,7;5,65;116;0
Taxa de desocupação;2024-09-18;04/2025;7,3118;7,2622;0,4902;6,14;8,2;42;1
Taxa de desocupação;2024-09-18;04/2025;7,2883;7,2344;0,464;6,14;8,2;59;0
IPCA Livres;2024-09-18;04/2025;0,3499;0,34;0,0694;0,23;0,53;67;1
IPCA Livres;2024-09-18;04/2025;0,3513;0,34;0,0693;0,23;0,53;80;0
IPCA Serviços;2024-09-18;04/2025;0,3097;0,32;0,1075;0,0;0,5984;65;1
IPCA Serviços;2024-09-18;04/2025;0,3007;0,3;0,1059;0,0;0,5984;78;0
IPCA Bens industrializados;2024-09-18;04/2025;0,2458;0,24;0,0789;0,1;0,5;64;1
IPCA Bens industrializados;2024-09-18;04/2025;0,2437;0,24;0,0791;0,08;0,5;75;0
IPCA Alimentação no domicílio;2024-09-18;04/2025;0,5966;0,6;0,226;0,2;1,33;63;1
IPCA Alimentação no domicílio;2024-09-18;04/2025;0,6035;0,6;0,242;0,2;1,37;74;0
IPCA Administrados;2024-09-18;04/2025;0,4429;0,45;0,1584;0,02;0,8764;69;1
IPCA Administrados;2024-09-18;04/2025;0,4414;0,45;0,1529;0,02;0,8764;84;0
IGP-M;2024-09-18;03/2025;0,3625;0,35;0,1286;0,16;0,87;43;1
IGP-M;2024-09-18;03/2025;0,368;0,35;0,1377;0,1131;0,87;68;0
IPCA;2024-09-18;03/2025;0,3336;0,33;0,0725;0,11;0,55;100;1
IPCA;2024-09-18;03/2025;0,339;0,33;0,0705;0,11;0,55;136;0
Câmbio;2024-09-18;03/2025;5,3617;5,37;0,1511;4,88;5,64;79;1
Câmbio;2024-09-18;03/2025;5,3463;5,35;0,1646;4,7;5,64;116;0
Taxa de desocupação;2024-09-18;03/2025;7,3847;7,32;0,5123;6,12;8,3;42;1
Taxa de desocupação;2024-09-18;03/2025;7,3595;7,3;0,491;6,12;8,3;59;0
IPCA Livres;2024-09-18;03/2025;0,3174;0,31;0,0908;0,01;0,5;67;1
IPCA Livres;2024-09-18;03/2025;0,3193;0,31;0,0898;0,01;0,51;80;0
IPCA Serviços;2024-09-18;03/2025;0,242;0,24;0,1088;-0,01;0,55;65;1
IPCA Serviços;2024-09-18;03/2025;0,2399;0,23;0,1092;-0,01;0,56;78;0
IPCA Bens industrializados;2024-09-18;03/2025;0,2325;0,245;0,0914;-0,14;0,4;64;1
IPCA Bens industrializados;2024-09-18;03/2025;0,2321;0,24;0,0898;-0,14;0,4;75;0
IPCA Alimentação no domicílio;2024-09-18;03/2025;0,6595;0,65;0,2869;-0,026;1,57;63;1
IPCA Alimentação no domicílio;2024-09-18;03/2025;0,6514;0,6425;0,2811;-0,026;1,57;74;0
IPCA Administrados;2024-09-18;03/2025;0,3625;0,32;0,1739;0,04;1,04;69;1
IPCA Administrados;2024-09-18;03/2025;0,3543;0,32;0,1748;-0,13;1,04;84;0
IGP-M;2024-09-18;02/2025;0,3345;0,33;0,1308;0,09;0,6378;43;1
IGP-M;2024-09-18;02/2025;0,3325;0,33;0,1435;0,08;0,8755;68;0
IPCA;2024-09-18;02/2025;0,5655;0,565;0,1118;0,26;0,8914;100;1
IPCA;2024-09-18;02/2025;0,5599;0,557;0,1077;0,26;0,8914;136;0
Câmbio;2024-09-18;02/2025;5,3733;5,4;0,1399;4,9977;5,64;79;1
Câmbio;2024-09-18;02/2025;5,3557;5,37;0,156;4,7;5,64;116;0
Taxa de desocupação;2024-09-18;02/2025;7,1742;7,13;0,4404;6,17;8,3;42;1
Taxa de desocupação;2024-09-18;02/2025;7,1605;7,1;0,4157;6,17;8,3;59;0
IPCA Livres;2024-09-18;02/2025;0,6287;0,65;0,1284;0,26;0,89;67;1
IPCA Livres;2024-09-18;02/2025;0,6347;0,647;0,1264;0,26;0,89;80;0
IPCA Serviços;2024-09-18;02/2025;0,9655;0,99;0,1953;0,35;1,3;65;1
IPCA Serviços;2024-09-18;02/2025;0,9677;1,0;0,2019;0,26;1,3;78;0
IPCA Bens industrializados;2024-09-18;02/2025;0,2741;0,255;0,1135;0,0;0,56;64;1
IPCA Bens industrializados;2024-09-18;02/2025;0,2661;0,25;0,1089;0,0;0,56;75;0
IPCA Alimentação no domicílio;2024-09-18;02/2025;0,41;0,35;0,2864;-0,2743;1,17;63;1
IPCA Alimentação no domicílio;2024-09-18;02/2025;0,4194;0,35;0,276;-0,2743;1,17;74;0
IPCA Administrados;2024-09-18;02/2025;0,3305;0,32;0,1761;-0,21;1,1069;69;1
IPCA Administrados;2024-09-18;02/2025;0,3258;0,31;0,1643;-0,21;1,1069;84;0
IGP-M;2024-09-18;01/2025;0,3616;0,38;0,135;-0,3;0,5896;43;1
IGP-M;2024-09-18;01/2025;0,3768;0,3816;0,1219;-0,3;0,642;68;0
IPCA;2024-09-18;01/2025;0,4137;0,42;0,09;0,15;0,6;100;1
IPCA;2024-09-18;01/2025;0,4133;0,42;0,0885;0,1322;0,6;136;0
Câmbio;2024-09-18;01/2025;5,3858;5,4;0,1283;4,985;5,64;79;1
Câmbio;2024-09-18;01/2025;5,3667;5,38;0,1478;4,8;5,64;116;0
Taxa de desocupação;2024-09-18;01/2025;6,9581;6,9494;0,4352;6,22;8,2;42;1
Taxa de desocupação;2024-09-18;01/2025;6,9506;6,9;0,3974;6,22;8,2;59;0
IPCA Livres;2024-09-18;01/2025;0,4466;0,45;0,1048;0,21;0,71;67;1
IPCA Livres;2024-09-18;01/2025;0,4455;0,46;0,1045;0,21;0,71;80;0
IPCA Serviços;2024-09-18;01/2025;0,3623;0,37;0,1416;0,02;0,69;65;1
IPCA Serviços;2024-09-18;01/2025;0,353;0,37;0,1404;0,02;0,69;79;0
IPCA Bens industrializados;2024-09-18;01/2025;0,2558;0,255;0,1137;0,03;0,5;64;1
IPCA Bens industrializados;2024-09-18;01/2025;0,2467;0,2472;0,1169;-0,14;0,5;76;0
IPCA Alimentação no domicílio;2024-09-18;01/2025;0,9009;0,9;0,3305;0,2;1,86;63;1
IPCA Alimentação no domicílio;2024-09-18;01/2025;0,8913;0,9;0,3357;0,2;1,86;75;0
IPCA Administrados;2024-09-18;01/2025;0,2602;0,3;0,1969;-0,63;0,71;69;1
IPCA Administrados;2024-09-18;01/2025;0,2684;0,315;0,1931;-0,63;0,71;84;0
IGP-M;2024-09-18;12/2024;0,4273;0,43;0,2045;-0,5806;0,9;49;1
IGP-M;2024-09-18;12/2024;0,4353;0,425;0,1762;-0,5806;0,9;74;0
IPCA;2024-09-18;12/2024;0,4488;0,4495;0,1216;0,01;0,82;105;1
IPCA;2024-09-18;12/2024;0,4465;0,4495;0,1204;0,01;0,82;143;0
Câmbio;2024-09-18;12/2024;5,4058;5,4;0,1227;4,9755;5,64;87;1
Câmbio;2024-09-18;12/2024;5,3851;5,4;0,1637;4,4;5,75;128;0
Taxa de desocupação;2024-09-18;12/2024;6,6685;6,6;0,443;6,0;7,9;47;1
Taxa de desocupação;2024-09-18;12/2024;6,6744;6,6;0,4338;5,8;7,9;67;0
IPCA Livres;2024-09-18;12/2024;0,6191;0,64;0,141;-0,1137;0,9;75;1
IPCA Livres;2024-09-18;12/2024;0,6172;0,63;0,1359;-0,1137;0,9;88;0
IPCA Serviços;2024-09-18;12/2024;0,6633;0,6832;0,153;0,2954;1,06;73;1
IPCA Serviços;2024-09-18;12/2024;0,6563;0,68;0,1529;0,2954;1,06;87;0
IPCA Bens industrializados;2024-09-18;12/2024;0,4681;0,46;0,1259;0,21;0,81;72;1
IPCA Bens industrializados;2024-09-18;12/2024;0,4617;0,46;0,1304;0,21;0,81;84;0
IPCA Alimentação no domicílio;2024-09-18;12/2024;0,8606;0,78;0,3635;0,3193;2,9214;71;1
IPCA Alimentação no domicílio;2024-09-18;12/2024;0,8331;0,75;0,3486;0,3;2,9214;84;0
IPCA Administrados;2024-09-18;12/2024;-0,1193;-0,05;0,4004;-1,38;1,09;77;1
IPCA Administrados;2024-09-18;12/2024;-0,1087;-0,03;0,399;-1,38;1,09;92;0
IGP-M;2024-09-18;11/2024;0,4319;0,43;0,1248;0,1;0,87;49;1
IGP-M;2024-09-18;11/2024;0,422;0,423;0,1164;0,1;0,87;74;0
IPCA;2024-09-18;11/2024;0,2092;0,22;0,1167;-0,21;0,49;105;1
IPCA;2024-09-18;11/2024;0,2136;0,22;0,1181;-0,21;0,5985;143;0
Câmbio;2024-09-18;11/2024;5,4331;5,45;0,1135;4,9521;5,64;82;1
Câmbio;2024-09-18;11/2024;5,4163;5,43;0,1246;4,9521;5,7;119;0
Taxa de desocupação;2024-09-18;11/2024;6,6871;6,6;0,3829;6,2;7,7;43;1
Taxa de desocupação;2024-09-18;11/2024;6,6813;6,6;0,3655;6,0;7,7;60;0
IPCA Livres;2024-09-18;11/2024;0,3338;0,34;0,1048;0,08;0,62;75;1
IPCA Livres;2024-09-18;11/2024;0,3341;0,34;0,1003;0,08;0,62;88;0
IPCA Serviços;2024-09-18;11/2024;0,361;0,36;0,1005;0,12;0,73;73;1
IPCA Serviços;2024-09-18;11/2024;0,3592;0,36;0,0974;0,12;0,73;87;0
IPCA Bens industrializados;2024-09-18;11/2024;0,1726;0,1617;0,2088;-0,34;0,84;72;1
IPCA Bens industrializados;2024-09-18;11/2024;0,1747;0,1717;0,2029;-0,34;0,84;84;0
IPCA Alimentação no domicílio;2024-09-18;11/2024;0,5358;0,55;0,243;-0,05;1,09;71;1
IPCA Alimentação no domicílio;2024-09-18;11/2024;0,5225;0,55;0,2329;-0,05;1,09;84;0
IPCA Administrados;2024-09-18;11/2024;-0,1786;-0,16;0,4262;-1,97;0,72;77;1
IPCA Administrados;2024-09-18;11/2024;-0,1626;-0,14;0,4188;-1,97;0,72;92;0
IGP-M;2024-09-18;10/2024;0,4772;0,43;0,1601;0,1;1,0;49;1
IGP-M;2024-09-18;10/2024;0,4633;0,435;0,1421;0,1;1,0;74;0
IPCA;2024-09-18;10/2024;0,3235;0,31;0,0874;0,06;0,56;105;1
IPCA;2024-09-18;10/2024;0,3232;0,31;0,0863;0,06;0,56;144;0
Câmbio;2024-09-18;10/2024;5,4673;5,4973;0,0993;4,9482;5,64;82;1
Câmbio;2024-09-18;10/2024;5,4514;5,48;0,1077;4,9482;5,7;119;0
Taxa de desocupação;2024-09-18;10/2024;6,7393;6,6;0,324;6,3;7,6;43;1
Taxa de desocupação;2024-09-18;10/2024;6,7328;6,625;0,3047;6,3;7,6;60;0
IPCA Livres;2024-09-18;10/2024;0,3556;0,34;0,0768;0,21;0,57;75;1
IPCA Livres;2024-09-18;10/2024;0,3567;0,34;0,0795;0,16;0,57;89;0
IPCA Serviços;2024-09-18;10/2024;0,3173;0,3;0,1082;0,14;0,67;73;1
IPCA Serviços;2024-09-18;10/2024;0,3263;0,3;0,1187;0,14;0,674;88;0
IPCA Bens industrializados;2024-09-18;10/2024;0,3463;0,345;0,1095;0,05;0,66;72;1
IPCA Bens industrializados;2024-09-18;10/2024;0,3395;0,33;0,1123;0,05;0,66;85;0
IPCA Alimentação no domicílio;2024-09-18;10/2024;0,4794;0,49;0,2392;-0,05;0,97;71;1
IPCA Alimentação no domicílio;2024-09-18;10/2024;0,4582;0,46;0,237;-0,05;0,97;85;0
IPCA Administrados;2024-09-18;10/2024;0,2316;0,18;0,2515;-0,55;0,84;77;1
IPCA Administrados;2024-09-18;10/2024;0,2317;0,18;0,2407;-0,55;0,87;93;0
IGP-M;2024-09-18;09/2024;0,3786;0,35;0,1612;0,04;0,92;49;1
IGP-M;2024-09-18;09/2024;0,3658;0,35;0,1628;-0,14;0,92;75;0
IPCA;2024-09-18;09/2024;0,506;0,53;0,0903;0,0925;0,65;105;1
IPCA;2024-09-18;09/2024;0,4864;0,51;0,1084;0,0925;0,75;144;0
Câmbio;2024-09-18;09/2024;5,5169;5,54;0,0944;4,9402;5,64;82;1
Câmbio;2024-09-18;09/2024;5,5055;5,53;0,099;4,9402;5,65;119;0
Taxa de desocupação;2024-09-18;09/2024;6,8073;6,7;0,2668;6,4;7,5;43;1
Taxa de desocupação;2024-09-18;09/2024;6,7989;6,7;0,2492;6,4;7,5;60;0
IPCA Livres;2024-09-18;09/2024;0,3666;0,38;0,0987;0,05;0,52;75;1
IPCA Livres;2024-09-18;09/2024;0,3554;0,37;0,0998;0,05;0,52;89;0
IPCA Serviços;2024-09-18;09/2024;0,4186;0,43;0,088;0,1007;0,59;73;1
IPCA Serviços;2024-09-18;09/2024;0,4139;0,42;0,0857;0,1007;0,59;88;0
IPCA Bens industrializados;2024-09-18;09/2024;0,3123;0,29;0,1305;0,03;0,7665;72;1
IPCA Bens industrializados;2024-09-18;09/2024;0,3068;0,29;0,1295;0,03;0,7665;85;0
IPCA Alimentação no domicílio;2024-09-18;09/2024;0,3204;0,36;0,2868;-0,51;1,01;71;1
IPCA Alimentação no domicílio;2024-09-18;09/2024;0,2738;0,3;0,3086;-0,51;1,01;85;0
IPCA Administrados;2024-09-18;09/2024;0,8806;0,93;0,2513;0,04;1,97;77;1
IPCA Administrados;2024-09-18;09/2024;0,8518;0,91;0,291;0,04;1,97;93;0
Taxa de desocupação;2024-09-18;08/2024;6,8459;6,8;0,2133;6,6;7,5;43;1
Taxa de desocupação;2024-09-18;08/2024;6,8372;6,8;0,1972;6,6;7,5;60;0
IPCA;2024-09-17;09/2026;0,247;0,24;0,103;-0,2423;0,55;54;1
IPCA;2024-09-17;09/2026;0,247;0,24;0,0984;-0,2423;0,55;61;0
IPCA Livres;2024-09-17;09/2026;0,2245;0,22;0,0772;0,0414;0,4;37;1
IPCA Livres;2024-09-17;09/2026;0,2244;0,22;0,0762;0,0414;0,4;38;0
IPCA Serviços;2024-09-17;09/2026;0,3398;0,32;0,1122;0,1;0,5808;37;1
IPCA Serviços;2024-09-17;09/2026;0,3421;0,33;0,1089;0,1;0,5808;40;0
IPCA Bens industrializados;2024-09-17;09/2026;0,2007;0,2;0,1056;-0,01;0,54;35;1
IPCA Bens industrializados;2024-09-17;09/2026;0,1989;0,2;0,1042;-0,01;0,54;37;0
IPCA Alimentação no domicílio;2024-09-17;09/2026;0,0474;0,05;0,2008;-0,41;0,45;37;1
IPCA Alimentação no domicílio;2024-09-17;09/2026;0,0541;0,05;0,1979;-0,41;0,45;39;0
IPCA Administrados;2024-09-17;09/2026;0,2789;0,25;0,1436;0,02;0,94;37;1
IPCA Administrados;2024-09-17;09/2026;0,276;0,25;0,1428;0,02;0,94;38;0
IPCA;2024-09-17;08/2026;0,1563;0,15;0,0961;-0,1358;0,5;69;1
IPCA;2024-09-17;08/2026;0,1633;0,15;0,0935;-0,1358;0,5;95;0
Câmbio;2024-09-17;08/2026;5,3938;5,3575;0,2176;4,9;6,0267;54;1
Câmbio;2024-09-17;08/2026;5,3858;5,35;0,2172;4,9;6,0267;66;0
IPCA Livres;2024-09-17;08/2026;0,1233;0,13;0,097;-0,13;0,42;44;1
IPCA Livres;2024-09-17;08/2026;0,1237;0,13;0,0978;-0,13;0,42;52;0
IPCA Serviços;2024-09-17;08/2026;0,1634;0,17;0,1192;-0,35;0,35;43;1
IPCA Serviços;2024-09-17;08/2026;0,1729;0,17;0,1204;-0,35;0,47;52;0
IPCA Bens industrializados;2024-09-17;08/2026;0,2468;0,25;0,079;0,05;0,43;42;1
IPCA Bens industrializados;2024-09-17;08/2026;0,2411;0,24;0,0749;0,05;0,43;49;0
IPCA Alimentação no domicílio;2024-09-17;08/2026;-0,1384;-0,15;0,2535;-0,73;0,41;43;1
IPCA Alimentação no domicílio;2024-09-17;08/2026;-0,1339;-0,15;0,2569;-0,73;0,41;50;0
IPCA Administrados;2024-09-17;08/2026;0,2685;0,25;0,1944;-0,12;1,13;46;1
IPCA Administrados;2024-09-17;08/2026;0,2683;0,2547;0,1811;-0,12;1,13;55;0
IPCA;2024-09-17;07/2026;0,2046;0,2;0,1019;0,0;0,49;70;1
IPCA;2024-09-17;07/2026;0,208;0,2;0,0984;0,0;0,49;100;0
Câmbio;2024-09-17;07/2026;5,409;5,3753;0,2168;4,9;6,0;66;1
Câmbio;2024-09-17;07/2026;5,3921;5,353;0,2279;4,9;6,0;95;0
IPCA Livres;2024-09-17;07/2026;0,1949;0,17;0,1096;0,0;0,55;46;1
IPCA Livres;2024-09-17;07/2026;0,1895;0,17;0,1108;-0,05;0,55;56;0
IPCA Serviços;2024-09-17;07/2026;0,3986;0,3892;0,1539;0,1;0,81;44;1
IPCA Serviços;2024-09-17;07/2026;0,3929;0,3883;0,1473;0,1;0,81;55;0
IPCA Bens industrializados;2024-09-17;07/2026;0,1056;0,1;0,1249;-0,1;0,53;44;1
IPCA Bens industrializados;2024-09-17;07/2026;0,0998;0,1;0,1265;-0,11;0,53;53;0
IPCA Alimentação no domicílio;2024-09-17;07/2026;-0,1001;-0,1;0,2952;-1,51;0,33;44;1
IPCA Alimentação no domicílio;2024-09-17;07/2026;-0,1108;-0,1;0,3026;-1,51;0,33;53;0
IPCA Administrados;2024-09-17;07/2026;0,2769;0,295;0,28;-1,08;0,96;48;1
IPCA Administrados;2024-09-17;07/2026;0,2772;0,295;0,2549;-1,08;0,96;60;0
IPCA;2024-09-17;06/2026;0,2016;0,2;0,0861;0,0;0,45;71;1
IPCA;2024-09-17;06/2026;0,2154;0,21;0,0902;0,0;0,48;102;0
Câmbio;2024-09-17;06/2026;5,4064;5,3681;0,2132;4,85;6,0;66;1
Câmbio;2024-09-17;06/2026;5,3811;5,35;0,2356;4,6;6,0;98;0
IPCA Livres;2024-09-17;06/2026;0,205;0,2;0,0839;-0,057;0,4;46;1
IPCA Livres;2024-09-17;06/2026;0,1999;0,2;0,089;-0,057;0,4;56;0
IPCA Serviços;2024-09-17;06/2026;0,3067;0,31;0,1094;-0,0627;0,58;44;1
IPCA Serviços;2024-09-17;06/2026;0,3046;0,31;0,1142;-0,0627;0,58;55;0
IPCA Bens industrializados;2024-09-17;06/2026;0,1419;0,15;0,0911;-0,08;0,34;44;1
IPCA Bens industrializados;2024-09-17;06/2026;0,1373;0,15;0,0958;-0,08;0,34;53;0
IPCA Alimentação no domicílio;2024-09-17;06/2026;0,0654;0,095;0,2526;-0,44;0,65;44;1
IPCA Alimentação no domicílio;2024-09-17;06/2026;0,0551;0,07;0,2464;-0,44;0,65;53;0
IPCA Administrados;2024-09-17;06/2026;0,256;0,2524;0,1006;0,05;0,53;48;1
IPCA Administrados;2024-09-17;06/2026;0,2675;0,2574;0,1448;0,024;1,06;60;0
IPCA;2024-09-17;05/2026;0,2598;0,25;0,0917;-0,04;0,5;74;1
IPCA;2024-09-17;05/2026;0,2671;0,26;0,0879;-0,04;0,5;105;0
Câmbio;2024-09-17;05/2026;5,3861;5,353;0,2258;4,78;6,0;69;1
Câmbio;2024-09-17;05/2026;5,3661;5,34;0,2454;4,5;6,0;101;0
IPCA Livres;2024-09-17;05/2026;0,2116;0,2;0,1161;-0,04;0,63;47;1
IPCA Livres;2024-09-17;05/2026;0,2121;0,2;0,1228;-0,04;0,63;57;0
IPCA Serviços;2024-09-17;05/2026;0,1612;0,15;0,1413;-0,24;0,537;45;1
IPCA Serviços;2024-09-17;05/2026;0,1634;0,16;0,1437;-0,24;0,537;56;0
IPCA Bens industrializados;2024-09-17;05/2026;0,2437;0,24;0,1036;0,0;0,5328;45;1
IPCA Bens industrializados;2024-09-17;05/2026;0,2394;0,24;0,1027;0,0;0,5328;54;0
IPCA Alimentação no domicílio;2024-09-17;05/2026;0,2273;0,24;0,1856;-0,3;0,67;45;1
IPCA Alimentação no domicílio;2024-09-17;05/2026;0,2025;0,21;0,1976;-0,44;0,67;54;0
IPCA Administrados;2024-09-17;05/2026;0,4037;0,39;0,1439;-0,04;0,74;49;1
IPCA Administrados;2024-09-17;05/2026;0,41;0,38;0,1657;-0,04;1,11;61;0
IPCA;2024-09-17;04/2026;0,3501;0,35;0,0775;0,17;0,6;75;1
IPCA;2024-09-17;04/2026;0,3448;0,335;0,0744;0,17;0,6;106;0
Câmbio;2024-09-17;04/2026;5,3816;5,35;0,2172;4,88;6,0;69;1
Câmbio;2024-09-17;04/2026;5,3567;5,3313;0,239;4,5;6,0;102;0
IPCA Livres;2024-09-17;04/2026;0,3338;0,32;0,0734;0,2;0,5473;48;1
IPCA Livres;2024-09-17;04/2026;0,3312;0,322;0,0721;0,2;0,5473;58;0
IPCA Serviços;2024-09-17;04/2026;0,2672;0,2738;0,1081;-0,01;0,4672;46;1
IPCA Serviços;2024-09-17;04/2026;0,2586;0,26;0,106;-0,01;0,4672;57;0
IPCA Bens industrializados;2024-09-17;04/2026;0,2369;0,22;0,085;0,1;0,5;46;1
IPCA Bens industrializados;2024-09-17;04/2026;0,2257;0,22;0,0885;0,0;0,5;55;0
IPCA Alimentação no domicílio;2024-09-17;04/2026;0,5629;0,57;0,2258;0,15;1,1;46;1
IPCA Alimentação no domicílio;2024-09-17;04/2026;0,5535;0,55;0,2319;0,15;1,12;55;0
IPCA Administrados;2024-09-17;04/2026;0,4068;0,375;0,1811;-0,08;1,04;50;1
IPCA Administrados;2024-09-17;04/2026;0,3976;0,37;0,1724;-0,08;1,04;62;0
IPCA;2024-09-17;03/2026;0,3217;0,3;0,1124;0,14;0,8304;76;1
IPCA;2024-09-17;03/2026;0,3236;0,3075;0,1023;0,14;0,8304;107;0
Câmbio;2024-09-17;03/2026;5,3784;5,353;0,219;4,79;6,0;69;1
Câmbio;2024-09-17;03/2026;5,3577;5,3364;0,2349;4,5;6,0;102;0
IPCA Livres;2024-09-17;03/2026;0,2844;0,28;0,0969;0,07;0,5647;48;1
IPCA Livres;2024-09-17;03/2026;0,2883;0,28;0,0939;0,07;0,5647;58;0
IPCA Serviços;2024-09-17;03/2026;0,2167;0,2;0,1271;0,01;0,6849;46;1
IPCA Serviços;2024-09-17;03/2026;0,2156;0,2;0,1186;0,01;0,6849;57;0
IPCA Bens industrializados;2024-09-17;03/2026;0,2186;0,22;0,1084;-0,14;0,39;47;1
IPCA Bens industrializados;2024-09-17;03/2026;0,2159;0,22;0,1083;-0,14;0,39;56;0
IPCA Alimentação no domicílio;2024-09-17;03/2026;0,5879;0,58;0,2411;0,11;1,38;46;1
IPCA Alimentação no domicílio;2024-09-17;03/2026;0,5759;0,575;0,2332;0,11;1,38;55;0
IPCA Administrados;2024-09-17;03/2026;0,3329;0,3141;0,1202;0,12;0,79;50;1
IPCA Administrados;2024-09-17;03/2026;0,3475;0,3141;0,1425;0,12;0,84;62;0
IGP-M;2024-09-17;02/2026;0,3226;0,3121;0,1648;-0,19;0,74;28;1
IGP-M;2024-09-17;02/2026;0,3251;0,33;0,1529;-0,19;0,74;39;0
IPCA;2024-09-17;02/2026;0,5303;0,53;0,1269;0,2;0,8589;76;1
IPCA;2024-09-17;02/2026;0,5156;0,51;0,1308;0,2;0,8589;107;0
Câmbio;2024-09-17;02/2026;5,3781;5,36;0,2095;4,9;6,0;69;1
Câmbio;2024-09-17;02/2026;5,3575;5,334;0,2278;4,5;6,0;102;0
IPCA Livres;2024-09-17;02/2026;0,5567;0,58;0,1458;0,1;0,89;48;1
IPCA Livres;2024-09-17;02/2026;0,5557;0,555;0,1467;0,1;0,9127;58;0
IPCA Serviços;2024-09-17;02/2026;0,8812;0,88;0,1736;0,48;1,32;46;1
IPCA Serviços;2024-09-17;02/2026;0,8696;0,88;0,1811;0,3;1,32;57;0
IPCA Bens industrializados;2024-09-17;02/2026;0,2637;0,26;0,1178;0,0;0,54;47;1
