Indicador;IndicadorDetalhe;Data;DataReferencia;Media;Mediana;DesvioPadrao;Minimo;Maximo;numeroRespondentes;baseCalculo
Balança comercial;Exportações;2005-02-22;2009;128,14;130,0;11,59;105,0;150,0;;0
Balança comercial;Exportações;2005-02-23;2005;101,85;101,05;3,54;93,0;111,1;;0
Balança comercial;Exportações;2005-02-23;2006;107,42;106,87;5,28;97,5;122,6;;0
Balança comercial;Exportações;2005-02-23;2007;114,74;113,29;9,49;100,0;137,3;;0
Balança comercial;Exportações;2005-02-23;2008;119,89;118,0;11,14;100,0;140,0;;0
Balança comercial;Exportações;2005-02-23;2009;128,51;130,0;11,86;105,0;150,0;;0
Balança comercial;Exportações;2005-02-24;2005;102,09;101,3;3,35;96,0;111,1;;0
Balança comercial;Exportações;2005-02-24;2006;107,59;106,93;5,22;97,5;122,6;;0
Balança comercial;Exportações;2005-02-24;2007;115,2;114,0;9,26;100,0;137,3;;0
Balança comercial;Exportações;2005-02-24;2008;120,6;119,35;10,65;100,0;140,0;;0
Balança comercial;Exportações;2005-02-24;2009;128,51;130,0;11,86;105,0;150,0;;0
Balança comercial;Exportações;2005-02-25;2005;102,29;102,0;3,63;96,0;111,1;;0
Balança comercial;Exportações;2005-02-25;2006;107,59;106,93;5,22;97,5;122,6;;0
Balança comercial;Exportações;2005-02-25;2007;115,2;114,0;9,26;100,0;137,3;;0
Balança comercial;Exportações;2005-02-25;2008;120,6;119,35;10,65;100,0;140,0;;0
Balança comercial;Exportações;2005-02-25;2009;128,51;130,0;11,86;105,0;150,0;;0
Balança comercial;Exportações;2005-02-28;2005;102,48;102,25;3,72;96,0;111,1;;0
Balança comercial;Exportações;2005-02-28;2006;108,04;108,0;5,65;97,5;122,6;;0
Balança comercial;Exportações;2005-02-28;2007;115,31;114,0;10,06;100,0;137,3;;0
Balança comercial;Exportações;2005-02-28;2008;120,4;118,0;11,93;100,0;144,8;;0
Balança comercial;Exportações;2005-02-28;2009;128,51;130,0;11,86;105,0;150,0;;0
Balança comercial;Exportações;2005-03-01;2005;102,5;102,0;3,66;96,0;111,1;;0
Balança comercial;Exportações;2005-03-01;2006;108,0;108,0;5,6;97,5;122,6;;0
Balança comercial;Exportações;2005-03-01;2007;115,15;113,29;9,94;100,0;137,3;;0
Balança comercial;Exportações;2005-03-01;2008;120,4;118,0;11,93;100,0;144,8;;0
Balança comercial;Exportações;2005-03-01;2009;128,51;130,0;11,86;105,0;150,0;;0
Balança comercial;Exportações;2005-03-02;2005;102,59;102,25;3,68;96,0;111,1;;0
Balança comercial;Exportações;2005-03-02;2006;108,07;108,0;5,56;97,5;122,6;;0
Balança comercial;Exportações;2005-03-02;2007;115,21;114,0;9,8;100,0;137,3;;0
Balança comercial;Exportações;2005-03-02;2008;120,48;119,35;11,73;100,0;144,8;;0
Balança comercial;Exportações;2005-03-02;2009;128,51;130,0;11,86;105,0;150,0;;0
Balança comercial;Exportações;2005-03-03;2005;102,64;102,5;3,69;96,0;111,1;;0
Balança comercial;Exportações;2005-03-03;2006;108,08;108,0;5,61;97,5;122,6;;0
Balança comercial;Exportações;2005-03-03;2007;115,27;114,0;10,08;100,0;137,3;;0
Balança comercial;Exportações;2005-03-03;2008;120,45;119,35;12,11;100,0;144,8;;0
Balança comercial;Exportações;2005-03-03;2009;128,2;130,0;12,24;105,0;150,0;;0
Balança comercial;Exportações;2005-03-04;2005;103,04;102,93;3,79;96,0;113,0;;0
Balança comercial;Exportações;2005-03-04;2006;108,88;108,0;6,32;97,5;130,0;;0
Balança comercial;Exportações;2005-03-04;2007;116,02;114,7;10,82;100,0;140,0;;0
Balança comercial;Exportações;2005-03-04;2008;121,47;120,7;13,1;100,0;150,0;;0
Balança comercial;Exportações;2005-03-04;2009;128,2;130,0;12,24;105,0;150,0;;0
Balança comercial;Exportações;2005-03-07;2005;103,08;103,0;3,79;96,0;113,0;;0
Balança comercial;Exportações;2005-03-07;2006;108,95;108,0;6,27;97,5;130,0;;0
Balança comercial;Exportações;2005-03-07;2007;116,23;115,35;10,71;100,0;140,0;;0
Balança comercial;Exportações;2005-03-07;2008;121,81;121,53;13,05;100,0;150,0;;0
Balança comercial;Exportações;2005-03-07;2009;129,65;130,83;12,33;105,0;150,0;;0
Balança comercial;Exportações;2005-03-08;2005;103,25;103,0;3,88;96,0;113,0;;0
Balança comercial;Exportações;2005-03-08;2006;109,24;108,05;6,47;97,5;130,0;;0
Balança comercial;Exportações;2005-03-08;2007;116,32;115,35;10,79;100,0;140,0;;0
Balança comercial;Exportações;2005-03-08;2008;121,92;121,53;13,18;100,0;150,0;;0
Balança comercial;Exportações;2005-03-08;2009;129,89;130,83;12,65;105,0;150,0;;0
Balança comercial;Exportações;2005-03-09;2005;103,6;103,6;3,97;96,0;113,0;;0
Balança comercial;Exportações;2005-03-09;2006;109,37;108,05;6,52;97,5;130,0;;0
Balança comercial;Exportações;2005-03-09;2007;116,39;115,35;10,85;100,0;140,0;;0
Balança comercial;Exportações;2005-03-09;2008;121,92;121,53;13,18;100,0;150,0;;0
Balança comercial;Exportações;2005-03-09;2009;129,89;130,83;12,65;105,0;150,0;;0
Balança comercial;Exportações;2005-03-10;2005;103,6;103,6;3,97;96,0;113,0;;0
Balança comercial;Exportações;2005-03-10;2006;109,44;108,05;6,43;97,5;130,0;;0
Balança comercial;Exportações;2005-03-10;2007;116,39;115,35;10,85;100,0;140,0;;0
Balança comercial;Exportações;2005-03-10;2008;121,92;121,53;13,18;100,0;150,0;;0
Balança comercial;Exportações;2005-03-10;2009;129,31;130,0;12,48;105,0;150,0;;0
Balança comercial;Exportações;2005-03-11;2005;103,77;103,6;3,96;96,0;113,0;;0
Balança comercial;Exportações;2005-03-11;2006;109,46;108,05;6,41;97,5;130,0;;0
Balança comercial;Exportações;2005-03-11;2007;116,39;115,35;10,85;100,0;140,0;;0
Balança comercial;Exportações;2005-03-11;2008;121,92;121,53;13,18;100,0;150,0;;0
Balança comercial;Exportações;2005-03-11;2009;129,31;130,0;12,48;105,0;150,0;;0
Balança comercial;Exportações;2005-03-14;2005;104,09;104,2;3,89;96,6;113,0;;0
Balança comercial;Exportações;2005-03-14;2006;109,71;108,9;6,38;97,5;130,0;;0
Balança comercial;Exportações;2005-03-14;2007;116,6;116,0;10,86;100,0;140,0;;0
Balança comercial;Exportações;2005-03-14;2008;122,22;121,83;13,29;100,0;150,0;;0
Balança comercial;Exportações;2005-03-14;2009;129,94;130,0;12,87;105,0;150,0;;0
Balança comercial;Exportações;2005-03-15;2005;104,11;104,2;3,91;96,6;113,0;;0
Balança comercial;Exportações;2005-03-15;2006;109,71;108,9;6,38;97,5;130,0;;0
Balança comercial;Exportações;2005-03-15;2007;116,6;116,0;10,86;100,0;140,0;;0
Balança comercial;Exportações;2005-03-15;2008;122,21;121,83;13,29;100,0;150,0;;0
Balança comercial;Exportações;2005-03-15;2009;129,93;130,0;12,87;105,0;150,0;;0
Balança comercial;Exportações;2005-03-16;2005;104,11;104,2;3,91;96,6;113,0;;0
Balança comercial;Exportações;2005-03-16;2006;109,71;108,9;6,38;97,5;130,0;;0
Balança comercial;Exportações;2005-03-16;2007;116,6;116,0;10,86;100,0;140,0;;0
Balança comercial;Exportações;2005-03-16;2008;122,21;121,83;13,29;100,0;150,0;;0
Balança comercial;Exportações;2005-03-16;2009;129,93;130,0;12,87;105,0;150,0;;0
Balança comercial;Exportações;2005-03-17;2005;104,12;104,2;3,91;96,6;113,0;;0
Balança comercial;Exportações;2005-03-17;2006;109,73;108,9;6,37;97,5;130,0;;0
Balança comercial;Exportações;2005-03-17;2007;116,63;116,0;10,84;100,0;140,0;;0
Balança comercial;Exportações;2005-03-17;2008;122,21;121,83;13,29;100,0;150,0;;0
Balança comercial;Exportações;2005-03-17;2009;129,93;130,0;12,87;105,0;150,0;;0
Balança comercial;Exportações;2005-03-18;2005;104,31;104,73;3,9;96,6;113,0;;0
Balança comercial;Exportações;2005-03-18;2006;109,84;108,9;6,3;97,5;130,0;;0
Balança comercial;Exportações;2005-03-18;2007;116,88;116,0;10,63;100,0;140,0;;0
Balança comercial;Exportações;2005-03-18;2008;122,4;121,83;13,13;100,0;150,0;;0
Balança comercial;Exportações;2005-03-18;2009;129,37;130,0;12,71;105,0;150,0;;0
Balança comercial;Exportações;2005-03-21;2005;104,34;105,0;3,94;96,6;113,0;;0
Balança comercial;Exportações;2005-03-21;2006;109,99;108,9;6,5;97,5;130,0;;0
Balança comercial;Exportações;2005-03-21;2007;117,16;116,4;10,89;100,0;140,0;;0
Balança comercial;Exportações;2005-03-21;2008;122,49;121,83;13,53;100,0;150,0;;0
Balança comercial;Exportações;2005-03-21;2009;129,62;130,0;13,05;105,0;150,0;;0
Balança comercial;Exportações;2005-03-22;2005;104,32;104,46;3,86;96,6;113,0;;0
Balança comercial;Exportações;2005-03-22;2006;110,12;109,4;6,44;97,5;130,0;;0
Balança comercial;Exportações;2005-03-22;2007;117,29;116,0;10,73;100,0;140,0;;0
Balança comercial;Exportações;2005-03-22;2008;122,87;122,95;13,34;100,0;150,0;;0
Balança comercial;Exportações;2005-03-22;2009;130,07;130,0;13,1;105,0;150,0;;0
Balança comercial;Exportações;2005-03-23;2005;104,53;105,0;3,91;96,6;113,0;;0
Balança comercial;Exportações;2005-03-23;2006;110,28;109,6;6,39;97,5;130,0;;0
Balança comercial;Exportações;2005-03-23;2007;117,29;116,0;10,73;100,0;140,0;;0
Balança comercial;Exportações;2005-03-23;2008;122,87;122,95;13,34;100,0;150,0;;0
Balança comercial;Exportações;2005-03-23;2009;130,07;130,0;13,1;105,0;150,0;;0
Balança comercial;Exportações;2005-03-24;2005;104,61;105,0;3,91;96,6;113,0;;0
Balança comercial;Exportações;2005-03-24;2006;110,33;109,6;6,35;97,5;130,0;;0
Balança comercial;Exportações;2005-03-24;2007;117,29;116,0;10,73;100,0;140,0;;0
Balança comercial;Exportações;2005-03-24;2008;122,87;122,95;13,34;100,0;150,0;;0
Balança comercial;Exportações;2005-03-24;2009;130,07;130,0;13,1;105,0;150,0;;0
Balança comercial;Exportações;2005-03-28;2005;104,71;105,0;3,92;96,6;113,0;;0
Balança comercial;Exportações;2005-03-28;2006;110,24;109,5;6,45;97,5;130,0;;0
Balança comercial;Exportações;2005-03-28;2007;116,83;116,0;10,82;100,0;140,0;;0
Balança comercial;Exportações;2005-03-28;2008;121,97;121,5;13,32;100,0;150,0;;0
Balança comercial;Exportações;2005-03-28;2009;128,14;130,0;12,58;105,0;149,36;;0
Balança comercial;Exportações;2005-03-29;2005;104,82;105,0;3,99;96,6;113,0;;0
Balança comercial;Exportações;2005-03-29;2006;110,36;109,8;6,45;97,5;130,0;;0
Balança comercial;Exportações;2005-03-29;2007;116,83;116,0;10,82;100,0;140,0;;0
Balança comercial;Exportações;2005-03-29;2008;121,97;121,5;13,33;100,0;150,0;;0
Balança comercial;Exportações;2005-03-29;2009;128,15;130,0;12,59;105,0;149,36;;0
Balança comercial;Exportações;2005-03-30;2005;104,82;105,0;3,99;96,6;113,0;;0
Balança comercial;Exportações;2005-03-30;2006;110,36;109,8;6,45;97,5;130,0;;0
Balança comercial;Exportações;2005-03-30;2007;116,83;116,0;10,82;100,0;140,0;;0
Balança comercial;Exportações;2005-03-30;2008;121,97;121,5;13,33;100,0;150,0;;0
Balança comercial;Exportações;2005-03-30;2009;128,15;130,0;12,59;105,0;149,36;;0
Balança comercial;Exportações;2005-03-31;2005;105,06;105,0;3,96;96,6;113,7;;0
Balança comercial;Exportações;2005-03-31;2006;110,83;110,0;6,48;97,5;130,0;;0
Balança comercial;Exportações;2005-03-31;2007;117,5;116,0;10,76;100,0;140,5;;0
Balança comercial;Exportações;2005-03-31;2008;122,82;122,23;12,83;100,0;150,0;;0
Balança comercial;Exportações;2005-03-31;2009;128,15;130,0;12,59;105,0;149,36;;0
Balança comercial;Exportações;2005-04-01;2005;105,28;105,0;3,99;96,6;113,7;;0
Balança comercial;Exportações;2005-04-01;2006;110,9;110,0;6,43;97,5;130,0;;0
Balança comercial;Exportações;2005-04-01;2007;117,45;116,0;10,49;100,0;140,5;;0
Balança comercial;Exportações;2005-04-01;2008;122,92;122,23;12,35;100,0;150,0;;0
Balança comercial;Exportações;2005-04-01;2009;127,71;130,0;12,17;105,0;149,36;;0
Balança comercial;Exportações;2005-04-04;2005;105,31;105,0;4,09;96,6;113,7;;0
Balança comercial;Exportações;2005-04-04;2006;110,78;110,2;5,86;97,5;125,5;;0
Balança comercial;Exportações;2005-04-04;2007;117,08;115,85;9,7;100,0;140,5;;0
Balança comercial;Exportações;2005-04-04;2008;122,3;121,1;11,15;100,0;144,8;;0
Balança comercial;Exportações;2005-04-04;2009;127,71;130,0;12,17;105,0;149,36;;0
Balança comercial;Exportações;2005-04-05;2005;105,53;105,16;4,13;96,6;113,7;;0
Balança comercial;Exportações;2005-04-05;2006;110,94;110,2;6,02;97,5;125,5;;0
Balança comercial;Exportações;2005-04-05;2007;117,08;115,9;9,7;100,0;140,5;;0
Balança comercial;Exportações;2005-04-05;2008;122,3;121,1;11,15;100,0;144,8;;0
Balança comercial;Exportações;2005-04-05;2009;127,71;130,0;12,17;105,0;149,36;;0
Balança comercial;Exportações;2005-04-06;2005;106,02;106,26;4,14;96,6;114,8;;0
Balança comercial;Exportações;2005-04-06;2006;111,35;110,2;6,32;97,5;126,3;;0
Balança comercial;Exportações;2005-04-06;2007;117,6;115,9;10,23;100,0;140,5;;0
Balança comercial;Exportações;2005-04-06;2008;122,38;121,1;11,03;100,0;144,8;;0
Balança comercial;Exportações;2005-04-06;2009;127,77;130,0;12,06;106,0;149,36;;0
Balança comercial;Exportações;2005-04-07;2005;106,41;106,6;4,28;96,6;114,8;;0
Balança comercial;Exportações;2005-04-07;2006;111,76;110,94;6,6;97,5;126,3;;0
Balança comercial;Exportações;2005-04-07;2007;118,07;115,8;10,58;100,0;140,5;;0
Balança comercial;Exportações;2005-04-07;2008;122,69;120,7;11,87;100,0;145,0;;0
Balança comercial;Exportações;2005-04-07;2009;129,95;130,0;13,73;106,0;150,0;;0
Balança comercial;Exportações;2005-04-08;2005;107,04;107,56;4,58;96,6;117,5;;0
Balança comercial;Exportações;2005-04-08;2006;111,82;110,94;6,63;97,5;126,3;;0
Balança comercial;Exportações;2005-04-08;2007;118,3;115,9;10,57;100,0;140,5;;0
Balança comercial;Exportações;2005-04-08;2008;122,9;121,1;11,64;100,0;145,0;;0
Balança comercial;Exportações;2005-04-08;2009;130,19;130,0;13,32;106,0;150,0;;0
Balança comercial;Exportações;2005-04-11;2005;107,51;108,0;4,4;96,6;117,5;;0
Balança comercial;Exportações;2005-04-11;2006;112,22;111,5;6,67;97,5;126,3;;0
Balança comercial;Exportações;2005-04-11;2007;118,92;116,0;10,7;100,0;140,5;;0
Balança comercial;Exportações;2005-04-11;2008;123,74;122,8;12,06;100,0;145,0;;0
Balança comercial;Exportações;2005-04-11;2009;131,51;132,4;14,0;106,0;150,0;;0
Balança comercial;Exportações;2005-04-12;2005;107,59;108,0;4,44;96,6;117,5;;0
Balança comercial;Exportações;2005-04-12;2006;112,34;111,5;6,83;97,5;126,3;;0
Balança comercial;Exportações;2005-04-12;2007;119,09;116,0;10,9;100,0;140,5;;0
Balança comercial;Exportações;2005-04-12;2008;123,95;122,8;12,38;100,0;145,0;;0
Balança comercial;Exportações;2005-04-12;2009;131,54;132,4;14,04;106,0;150,0;;0
Balança comercial;Exportações;2005-04-13;2005;107,79;108,03;4,26;96,6;117,5;;0
Balança comercial;Exportações;2005-04-13;2006;112,07;111,0;6,68;97,5;126,3;;0
Balança comercial;Exportações;2005-04-13;2007;118,75;116,0;10,63;100,0;140,5;;0
Balança comercial;Exportações;2005-04-13;2008;123,87;122,8;11,94;100,0;145,0;;0
Balança comercial;Exportações;2005-04-13;2009;131,72;132,4;13,54;110,0;150,0;;0
Balança comercial;Exportações;2005-04-14;2005;107,85;108,1;4,29;96,6;117,5;;0
Balança comercial;Exportações;2005-04-14;2006;111,93;111,0;6,54;97,5;126,3;;0
Balança comercial;Exportações;2005-04-14;2007;118,48;116,0;10,26;100,0;140,5;;0
Balança comercial;Exportações;2005-04-14;2008;123,77;122,8;11,9;100,0;145,0;;0
Balança comercial;Exportações;2005-04-14;2009;131,69;132,4;13,53;110,0;150,0;;0
Balança comercial;Exportações;2005-04-15;2005;107,99;108,3;4,16;96,6;117,5;;0
Balança comercial;Exportações;2005-04-15;2006;112,02;111,5;6,54;97,5;126,4;;0
Balança comercial;Exportações;2005-04-15;2007;118,56;116,2;10,19;100,0;141,5;;0
Balança comercial;Exportações;2005-04-15;2008;123,92;124,7;11,72;100,0;145,0;;0
Balança comercial;Exportações;2005-04-15;2009;131,91;132,6;13,24;110,0;150,0;;0
Balança comercial;Exportações;2005-04-18;2005;108,07;108,2;3,96;96,6;117,5;;0
Balança comercial;Exportações;2005-04-18;2006;112,31;112,0;6,32;97,5;126,4;;0
Balança comercial;Exportações;2005-04-18;2007;118,98;116,5;10,05;100,0;141,5;;0
Balança comercial;Exportações;2005-04-18;2008;124,24;125,45;11,8;100,0;145,0;;0
Balança comercial;Exportações;2005-04-18;2009;132,0;132,7;13,56;110,0;150,0;;0
Balança comercial;Exportações;2005-04-19;2005;108,12;108,6;3,97;96,6;117,5;;0
Balança comercial;Exportações;2005-04-19;2006;112,31;112,0;6,32;97,5;126,4;;0
Balança comercial;Exportações;2005-04-19;2007;118,98;116,5;10,05;100,0;141,5;;0
Balança comercial;Exportações;2005-04-19;2008;124,24;125,45;11,8;100,0;145,0;;0
Balança comercial;Exportações;2005-04-19;2009;132,0;132,7;13,56;110,0;150,0;;0
Balança comercial;Exportações;2005-04-20;2005;108,13;108,6;3,97;96,6;117,5;;0
Balança comercial;Exportações;2005-04-20;2006;112,31;112,0;6,32;97,5;126,4;;0
Balança comercial;Exportações;2005-04-20;2007;118,98;116,5;10,05;100,0;141,5;;0
Balança comercial;Exportações;2005-04-20;2008;124,24;125,45;11,8;100,0;145,0;;0
Balança comercial;Exportações;2005-04-20;2009;132,0;132,7;13,56;110,0;150,0;;0
Balança comercial;Exportações;2005-04-22;2005;108,32;108,9;3,87;96,6;117,5;;0
Balança comercial;Exportações;2005-04-22;2006;112,46;112,0;6,31;97,5;126,4;;0
Balança comercial;Exportações;2005-04-22;2007;119,15;116,8;10,17;100,0;141,5;;0
Balança comercial;Exportações;2005-04-22;2008;124,2;124,7;11,99;100,0;145,0;;0
Balança comercial;Exportações;2005-04-22;2009;132,05;132,7;13,51;110,0;150,0;;0
Balança comercial;Exportações;2005-04-25;2005;108,67;108,95;3,48;98,0;117,5;;0
Balança comercial;Exportações;2005-04-25;2006;112,68;112,0;6,34;97,5;126,4;;0
Balança comercial;Exportações;2005-04-25;2007;119,11;116,8;10,15;100,0;141,5;;0
Balança comercial;Exportações;2005-04-25;2008;123,95;124,7;11,84;100,0;145,0;;0
Balança comercial;Exportações;2005-04-25;2009;131,32;132,5;13,09;110,0;150,0;;0
Balança comercial;Exportações;2005-04-26;2005;108,77;109,0;3,53;98,0;117,5;;0
Balança comercial;Exportações;2005-04-26;2006;112,81;112,0;6,38;97,5;126,4;;0
Balança comercial;Exportações;2005-04-26;2007;119,24;118,1;10,14;100,0;141,5;;0
Balança comercial;Exportações;2005-04-26;2008;124,11;125,0;11,83;100,0;145,0;;0
Balança comercial;Exportações;2005-04-26;2009;131,32;132,5;13,09;110,0;150,0;;0
Balança comercial;Exportações;2005-04-27;2005;108,79;109,0;3,53;98,0;117,5;;0
Balança comercial;Exportações;2005-04-27;2006;112,81;112,0;6,38;97,5;126,4;;0
Balança comercial;Exportações;2005-04-27;2007;119,24;118,1;10,14;100,0;141,5;;0
Balança comercial;Exportações;2005-04-27;2008;124,11;125,0;11,83;100,0;145,0;;0
Balança comercial;Exportações;2005-04-27;2009;131,32;132,5;13,09;110,0;150,0;;0
Balança comercial;Exportações;2005-04-28;2005;108,81;109,0;3,53;98,0;117,5;;0
Balança comercial;Exportações;2005-04-28;2006;112,81;112,0;6,38;97,5;126,4;;0
Balança comercial;Exportações;2005-04-28;2007;119,24;118,1;10,14;100,0;141,5;;0
Balança comercial;Exportações;2005-04-28;2008;124,11;125,0;11,83;100,0;145,0;;0
Balança comercial;Exportações;2005-04-28;2009;131,32;132,5;13,09;110,0;150,0;;0
Balança comercial;Exportações;2005-04-29;2005;109,05;109,0;3,63;98,0;118,0;;0
Balança comercial;Exportações;2005-04-29;2006;113,02;112,25;6,4;97,5;126,4;;0
Balança comercial;Exportações;2005-04-29;2007;119,24;118,1;10,14;100,0;141,5;;0
Balança comercial;Exportações;2005-04-29;2008;124,11;125,0;11,83;100,0;145,0;;0
Balança comercial;Exportações;2005-04-29;2009;131,32;132,5;13,09;110,0;150,0;;0
Balança comercial;Exportações;2005-05-02;2005;109,1;109,0;3,64;98,0;118,0;;0
Balança comercial;Exportações;2005-05-02;2006;112,98;112,25;6,45;97,5;126,4;;0
Balança comercial;Exportações;2005-05-02;2007;119,11;117,45;10,0;100,0;141,5;;0
Balança comercial;Exportações;2005-05-02;2008;124,14;125,0;11,61;100,0;145,0;;0
Balança comercial;Exportações;2005-05-02;2009;131,26;132,45;12,78;110,0;150,0;;0
Balança comercial;Exportações;2005-05-03;2005;109,11;109,0;3,59;98,0;118,0;;0
Balança comercial;Exportações;2005-05-03;2006;112,86;112,0;6,33;97,5;126,4;;0
Balança comercial;Exportações;2005-05-03;2007;118,95;116,8;9,76;100,0;141,5;;0
Balança comercial;Exportações;2005-05-03;2008;124,21;125,0;11,28;100,0;145,0;;0
Balança comercial;Exportações;2005-05-03;2009;131,26;132,45;12,78;110,0;150,0;;0
Balança comercial;Exportações;2005-05-04;2005;109,16;109,0;3,61;98,0;118,0;;0
Balança comercial;Exportações;2005-05-04;2006;112,86;112,0;6,33;97,5;126,4;;0
Balança comercial;Exportações;2005-05-04;2007;118,95;116,8;9,76;100,0;141,5;;0
Balança comercial;Exportações;2005-05-04;2008;124,21;125,0;11,28;100,0;145,0;;0
Balança comercial;Exportações;2005-05-04;2009;131,26;132,45;12,78;110,0;150,0;;0
Balança comercial;Exportações;2005-05-05;2005;109,43;109,42;3,86;98,0;121,12;;0
Balança comercial;Exportações;2005-05-05;2006;113,25;112,86;6,6;97,5;127,11;;0
Balança comercial;Exportações;2005-05-05;2007;118,91;116,8;9,76;100,0;141,5;;0
Balança comercial;Exportações;2005-05-05;2008;124,19;125,0;11,27;100,0;145,0;;0
Balança comercial;Exportações;2005-05-05;2009;131,21;132,45;12,74;110,0;150,0;;0
Balança comercial;Exportações;2005-05-06;2005;109,53;109,84;3,84;98,0;121,12;;0
Balança comercial;Exportações;2005-05-06;2006;113,45;113,22;6,6;97,5;127,11;;0
Balança comercial;Exportações;2005-05-06;2007;119,25;117,45;9,82;100,0;142,3;;0
Balança comercial;Exportações;2005-05-06;2008;124,37;125,6;11,42;100,0;145,0;;0
Balança comercial;Exportações;2005-05-06;2009;131,21;132,45;12,74;110,0;150,0;;0
Balança comercial;Exportações;2005-05-09;2005;109,84;110,0;4,12;98,0;122,0;;0
Balança comercial;Exportações;2005-05-09;2006;113,48;113,22;6,61;97,5;127,11;;0
Balança comercial;Exportações;2005-05-09;2007;119,04;116,8;9,85;100,0;142,3;;0
Balança comercial;Exportações;2005-05-09;2008;123,82;125,0;11,18;100,0;145,0;;0
Balança comercial;Exportações;2005-05-09;2009;131,66;132,45;13,12;110,0;150,0;;0
Balança comercial;Exportações;2005-05-10;2005;109,95;110,0;4,15;98,0;122,0;;0
Balança comercial;Exportações;2005-05-10;2006;113,82;113,5;6,65;97,5;127,11;;0
Balança comercial;Exportações;2005-05-10;2007;119,7;118,1;9,86;100,0;142,3;;0
Balança comercial;Exportações;2005-05-10;2008;124,99;126,2;11,57;100,0;145,0;;0
Balança comercial;Exportações;2005-05-10;2009;132,39;132,5;13,21;110,0;150,0;;0
Balança comercial;Exportações;2005-05-11;2005;109,86;110,0;4,14;98,0;122,0;;0
Balança comercial;Exportações;2005-05-11;2006;113,7;113,5;6,62;97,5;127,11;;0
Balança comercial;Exportações;2005-05-11;2007;119,39;117,45;9,85;100,0;142,3;;0
Balança comercial;Exportações;2005-05-11;2008;124,81;125,6;11,39;100,0;145,0;;0
Balança comercial;Exportações;2005-05-11;2009;132,39;132,5;13,21;110,0;150,0;;0
Balança comercial;Exportações;2005-05-12;2005;109,94;110,0;4,1;98,0;122,0;;0
Balança comercial;Exportações;2005-05-12;2006;113,71;114,0;6,51;97,5;127,11;;0
Balança comercial;Exportações;2005-05-12;2007;119,21;118,1;9,45;100,0;142,3;;0
Balança comercial;Exportações;2005-05-12;2008;124,98;126,2;10,64;100,0;145,0;;0
Balança comercial;Exportações;2005-05-12;2009;132,22;132,5;12,13;110,0;150,0;;0
Balança comercial;Exportações;2005-05-13;2005;110,05;110,0;4,1;98,0;122,0;;0
Balança comercial;Exportações;2005-05-13;2006;113,86;114,5;6,43;97,5;127,11;;0
Balança comercial;Exportações;2005-05-13;2007;119,58;119,37;9,56;100,0;142,3;;0
Balança comercial;Exportações;2005-05-13;2008;125,34;126,2;10,94;100,0;145,0;;0
Balança comercial;Exportações;2005-05-13;2009;131,8;132,5;11,86;110,0;150,0;;0
Balança comercial;Exportações;2005-05-16;2005;110,15;110,0;4,18;98,0;122,0;;0
Balança comercial;Exportações;2005-05-16;2006;114,37;114,81;6,46;97,5;127,11;;0
Balança comercial;Exportações;2005-05-16;2007;120,48;120,0;9,78;100,0;142,3;;0
Balança comercial;Exportações;2005-05-16;2008;126,29;127,08;11,25;100,0;145,0;;0
Balança comercial;Exportações;2005-05-16;2009;133,29;132,6;12,43;110,0;150,0;;0
Balança comercial;Exportações;2005-05-17;2005;110,1;110,0;4,13;98,0;122,0;;0
Balança comercial;Exportações;2005-05-17;2006;114,42;115,0;6,39;97,5;127,11;;0
Balança comercial;Exportações;2005-05-17;2007;120,6;120,1;9,63;100,0;142,3;;0
Balança comercial;Exportações;2005-05-17;2008;126,51;127,15;11,08;100,0;145,0;;0
Balança comercial;Exportações;2005-05-17;2009;133,67;132,7;12,2;110,0;150,0;;0
Balança comercial;Exportações;2005-05-18;2005;110,08;110,0;4,1;98,0;122,0;;0
Balança comercial;Exportações;2005-05-18;2006;114,42;115,0;6,39;97,5;127,11;;0
Balança comercial;Exportações;2005-05-18;2007;120,6;120,1;9,63;100,0;142,3;;0
Balança comercial;Exportações;2005-05-18;2008;126,51;127,15;11,08;100,0;145,0;;0
Balança comercial;Exportações;2005-05-18;2009;133,67;132,7;12,2;110,0;150,0;;0
Balança comercial;Exportações;2005-05-19;2005;110,11;110,0;4,09;98,0;122,0;;0
Balança comercial;Exportações;2005-05-19;2006;114,42;115,0;6,39;97,5;127,11;;0
Balança comercial;Exportações;2005-05-19;2007;120,6;120,1;9,63;100,0;142,3;;0
Balança comercial;Exportações;2005-05-19;2008;126,51;127,15;11,08;100,0;145,0;;0
Balança comercial;Exportações;2005-05-19;2009;133,67;132,7;12,2;110,0;150,0;;0
Balança comercial;Exportações;2005-05-20;2005;110,21;110,0;3,95;98,0;121,12;;0
Balança comercial;Exportações;2005-05-20;2006;114,44;115,0;6,38;97,5;127,11;;0
Balança comercial;Exportações;2005-05-20;2007;120,64;120,1;9,61;100,0;142,3;;0
Balança comercial;Exportações;2005-05-20;2008;126,55;127,15;11,05;100,0;145,0;;0
Balança comercial;Exportações;2005-05-20;2009;133,67;132,7;12,2;110,0;150,0;;0
Balança comercial;Exportações;2005-05-23;2005;110,19;110,0;3,92;98,0;121,12;;0
Balança comercial;Exportações;2005-05-23;2006;114,47;115,16;6,31;97,5;127,11;;0
Balança comercial;Exportações;2005-05-23;2007;120,64;120,1;9,61;100,0;142,3;;0
